last_name, first_name,player_id,year,player_age,p_formatted_ip,p_strikeout,p_k_percent,p_bb_percent,batting_avg,p_out,p_era,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break,n_cukc_formatted,n_sift_formatted,n_fc_formatted,n_fs_formatted,n_fastball_formatted,n_breaking_formatted,n_offspeed_formatted,
Giolito, Lucas,608337,2023,28,15.0,16,22.2,4.2,.328,45,6.00,86.2,20.5,9.8,76,122,84,282,43.3,93.3,2145,18.8,26.6,83.5,1888,2.9,27,80.3,1506,17,3.2,,,,43.3,29.8,27,
Marquez, German,608566,2023,28,16.1,13,20.6,3.2,.224,49,4.41,92.5,6,10.9,3,136,105,244,35.2,95.8,2164,17.7,25.8,88.6,2412,6.2,1.2,85.7,1746,13.3,17.2,20.5,,,55.7,43,1.2,
Castillo, Luis,622491,2023,30,17.2,17,26.2,6.2,.148,53,1.02,90,16.4,4.5,42,177,49,268,42.5,95,2355,18.8,18.3,85.4,2322,4.2,15.7,87.8,1986,18,,23.5,,,66,18.3,15.7,
Urias, Julio,628711,2023,26,18.0,20,30.3,3.0,.210,54,1.50,87.5,13.5,2.3,37,137,0,262,44.3,92.6,2404,17.5,,,,,14.1,85.8,1757,15.4,,,8,,52.3,33.6,14.1,
Lopez, Pablo,641154,2023,27,20.0,26,36.6,7.0,.123,60,1.35,84.6,6.6,5.1,57,133,21,271,33.6,95.3,2314,15.2,,,,,21,88.8,2126,16.7,7.7,15.5,,,49.1,29.9,21,
Keller, Brad,641745,2023,27,17.0,16,23.2,11.6,.186,51,2.12,91,6.4,7,1,154,114,287,30,93.8,2389,12.7,14.6,85.5,2408,12.4,0.3,89.1,2239,11.2,25.1,23.7,,,53.7,46,0.3,
Alcantara, Sandy,645261,2023,27,18.2,11,14.5,7.9,.235,56,5.79,89.1,6.5,5.1,75,149,49,273,25.6,97.4,2228,19.3,17.9,90.6,2311,6.5,27.5,90.9,2057,19,,28.9,,,54.6,17.9,27.5,
Cease, Dylan,656302,2023,27,16.1,24,34.8,10.1,.102,49,1.65,90.6,7.5,8.6,12,94,177,283,33.2,96,2596,18.2,42,86.5,2873,4.5,4.2,78.4,1798,16.7,20.5,,,,33.2,62.5,4.2,
Flaherty, Jack,656427,2023,27,15.1,13,20.0,21.5,.184,46,1.76,84.9,10,2.7,7,143,124,274,40.1,92.6,2264,12.9,34.3,83,2426,7.8,2.6,84.7,1703,12.9,10.9,1.8,10.2,,52.2,45.3,2.6,
Keller, Mitch,656605,2023,27,17.2,22,29.3,10.7,.239,53,3.57,82.9,2,11.1,12,190,47,301,21.3,95.7,2384,17.7,,,,,4,90.8,1708,18.6,15.6,17.9,23.9,,63.1,32.9,4,
Megill, Tylor,656731,2023,27,16.0,13,20.0,10.8,.207,48,2.25,89.1,15.4,8.9,43,133,86,262,50.8,94.1,2232,19.8,27.1,82.9,2175,5.3,16.4,88.3,1580,18,5.7,,,,50.8,32.8,16.4,
Montgomery, Jordan,656756,2023,30,18.1,17,22.7,6.7,.217,55,2.45,88.2,9.4,9.4,54,178,55,287,18.5,93.4,2400,17.5,,,,,18.8,83.9,1742,16.5,19.2,38.3,5.2,,62,19.2,18.8,
Peterson, David,656849,2023,27,14.2,16,23.9,11.9,.328,44,4.91,86.3,6,4.7,54,126,85,265,30.6,93.3,2170,16,24.9,85.8,2454,3.8,20.4,86,1629,18.4,7.2,17,,,47.5,32.1,20.4,
Rasmussen, Drew,656876,2023,27,13.0,15,35.7,0.0,.071,39,0.00,83.5,6.5,3.7,0,118,13,149,34.9,96.1,2502,17.8,,,,,,,,,8.7,8.7,35.6,,79.2,20.8,,
Webb, Logan,657277,2023,26,17.0,22,31.4,4.3,.269,51,4.76,89.7,8.4,11.1,81,123,63,267,3,91.8,2040,16.7,23.6,84.2,2563,9.8,30.3,86.6,1513,11.6,,43.1,,,46.1,23.6,30.3,
Ryan, Joe,657746,2023,27,19.0,26,37.1,4.3,.134,57,2.84,90.4,23.9,4.9,53,148,0,253,58.5,92.5,2159,17.3,,,,,,,,,,,,20.9,58.5,20.6,20.9,
Ohtani, Shohei,660271,2023,28,19.0,24,32.0,16.0,.100,57,0.47,87.6,15.2,0,25,112,14,296,24,97.1,2288,16.3,2.4,82.2,2577,15.7,,,,,2.4,7.8,6.1,8.4,37.8,53.7,8.4,
McClanahan, Shane,663556,2023,26,17.0,21,30.9,13.2,.186,51,1.59,88.6,5.6,7.9,62,137,77,276,49.6,97.3,2252,21,9.4,89.2,2352,4.8,22.5,88.2,1668,18.9,18.5,,,,49.6,27.9,22.5,
Falter, Bailey,663559,2023,26,15.0,9,14.5,1.6,.311,45,4.80,88.4,6.8,7.7,27,127,98,252,47.2,90.1,2039,18.9,13.1,83.7,1878,9.1,10.7,84.4,1650,18.4,25.8,3.2,,,50.4,38.9,10.7,
Valdez, Framber,664285,2023,29,19.0,18,23.4,7.8,.246,57,1.89,92.1,-1.2,5.9,51,183,61,295,0.3,94.9,2209,10.9,,,,,17.3,89.9,1695,17.4,20.7,52.9,8.8,,62,20.7,17.3,
Javier, Cristian,664299,2023,26,17.0,14,19.7,2.8,.269,51,4.24,87.2,14.2,9.3,8,156,113,277,56.3,92.6,2259,19.5,28.9,78.8,2548,14.2,2.9,83.2,2306,18.9,11.9,,,,56.3,40.8,2.9,
Urquidy, Jose,664353,2023,28,15.1,13,20.0,7.7,.267,46,2.35,83.6,15.4,6.4,50,106,51,270,26.3,92.7,2232,21.7,,,,,18.5,86.4,2071,20.1,18.9,13,,,39.3,42.2,18.5,
Lodolo, Nick,666157,2023,25,17.0,27,36.0,8.0,.265,51,2.12,88.2,7.5,9.5,31,160,121,312,46.2,93.2,2310,21.4,,,,,9.9,87.3,1969,19.3,38.8,5.1,,,51.3,38.8,9.9,
Luzardo, Jesus,666200,2023,25,18.2,20,27.0,8.1,.224,56,1.93,87.1,15.1,6.4,53,154,81,288,38.9,97.1,2295,19.7,28.1,85.6,2340,2.3,18.4,88.5,1985,17.9,,14.6,,,53.5,28.1,18.4,
Manoah, Alek,666201,2023,25,14.2,11,15.9,15.9,.246,44,4.91,90.1,16.7,10.9,30,164,83,276,28.3,92.7,2353,17.5,30.1,80.3,2184,13.9,10.9,85.4,2087,18.3,,30.8,,,59.1,30.1,10.9,
Muller, Kyle,666205,2023,25,14.2,11,16.4,10.4,.263,44,5.52,91.4,4.9,6.3,12,133,109,254,52.4,92.8,2430,15.5,32.3,86.5,2078,4.2,4.7,87.3,1528,13.3,10.6,,,,52.4,42.9,4.7,
Gallen, Zac,668678,2023,27,17.2,21,29.2,6.9,.239,53,4.58,89.4,15.4,4.3,45,143,83,271,37.3,93.1,2381,19.3,,,,,16.6,86.6,1540,15,30.6,,15.5,,52.8,30.6,16.6,
Greene, Hunter,668881,2023,23,14.0,23,34.8,9.1,.288,42,5.14,90.7,21.6,8.3,5,157,98,259,60.2,99.5,2366,20.3,37.8,88.7,2354,5.8,1.9,91.6,2010,18.5,,,,,60.2,37.8,1.9,
Ashcraft, Graham,668933,2023,25,13.0,13,25.5,7.8,.213,39,2.08,87.5,9.2,8.8,0,113,77,190,,,,,40.5,88.8,2846,13,,,,,,12.1,47.4,,59.5,40.5,,
Gore, MacKenzie,669022,2023,24,15.0,18,28.6,15.9,.226,45,3.00,89.5,7.2,2.9,1,170,108,279,60.9,94.5,2269,17.4,19.7,88.4,2001,6.6,0.4,86,1972,18.4,19,,,,60.9,38.7,0.4,
May, Dustin,669160,2023,25,18.1,12,17.6,10.3,.115,55,1.47,87.6,15.8,6.1,12,195,36,243,44,97.5,2295,18.8,,,,,4.9,90.1,1802,17.3,14.8,21.4,14.8,,80.2,14.8,4.9,
Burnes, Corbin,669203,2023,28,17.1,14,19.4,6.9,.215,52,5.19,88.1,1.1,5.9,46,153,70,269,,,,,10.4,86.8,2824,8.1,17.1,89.6,2072,16,15.6,5.6,51.3,,56.9,26,17.1,
Gilbert, Logan,669302,2023,26,16.2,20,29.9,6.0,.226,50,2.70,86.9,9.1,2.3,29,122,109,260,46.9,94.3,1938,18.2,24.6,88.4,1847,2.4,,,,,17.3,,,11.2,46.9,41.9,11.2,
Bieber, Shane,669456,2023,28,19.0,14,19.2,5.5,.206,57,2.37,92.5,8.7,7.3,9,153,113,275,25.1,90.7,2215,20.8,32,84.4,2501,5.5,3.3,86.9,1620,16.5,9.1,,30.5,,55.6,41.1,3.3,
Strider, Spencer,675911,2023,24,16.0,27,40.9,12.1,.190,48,3.38,88.8,18.9,6.5,15,180,87,282,63.8,97.1,2418,19.4,30.9,84.5,2403,5.4,5.3,85.3,2190,18.7,,,,,63.8,30.9,5.3,
Gray, Josiah,680686,2023,25,16.2,13,18.1,6.9,.297,50,4.32,84.1,7.4,9.6,2,119,171,292,18.2,93.9,2158,17.5,33.6,86.4,1915,6.3,0.7,90.3,1795,17.4,25,8.6,14,,40.8,58.6,0.7,
Waldichuk, Ken,686610,2023,25,15.0,11,15.1,9.6,.344,45,10.20,86.8,11.9,9.3,40,168,17,274,61.3,92.8,2306,18.6,,,,,14.6,83.8,1651,17.7,6.2,,,,61.3,24.1,14.6,
Wainwright, Adam,425794,2021,39,206.1,174,21.0,6.0,.220,619,3.05,88.2,10,6.2,196,1825,1034,3055,9.5,89,2228,14.9,,,,,6.4,82.7,1715,16,33.8,28.2,22.1,,59.7,33.8,6.4,
Greinke, Zack,425844,2021,37,171.0,120,17.2,5.2,.252,513,4.16,88.3,10.6,6.5,573,1174,813,2560,40.1,88.9,2234,16.7,15.3,83.6,2357,9,22.4,86.4,1594,13.7,16.5,5.7,,,45.9,31.8,22.4,
Morton, Charlie,450203,2021,37,185.2,216,28.6,7.7,.203,557,3.34,88.1,7.7,4.9,159,1732,1096,2987,36,95.5,2340,18.2,,,,,5.3,86.4,2100,18.4,36.7,13.5,8.5,,58,36.7,5.3,
Scherzer, Max,453286,2021,36,179.1,236,34.1,5.2,.185,538,2.46,87.9,19.3,8,421,1581,819,2821,46.7,94.3,2436,19.3,19.2,85.9,2273,5.8,14.9,85,1446,15.9,9.8,,9.4,,56,29,14.9,
Miley, Wade,489119,2021,34,163.0,125,18.1,7.2,.265,489,3.37,85.7,8,6.1,707,1660,224,2591,16.3,89.9,2239,17,5.2,79.2,2310,12.8,27.3,81.9,1807,16.4,3.5,1.2,46.6,,64.1,8.6,27.3,
Gibson, Kyle,502043,2021,33,182.0,155,20.6,8.5,.234,546,3.71,88.8,7.4,4.9,384,1774,723,2881,12.7,92.8,2292,17.4,16,83.5,2513,6.3,13.3,84.8,1641,15.2,9.1,34,14.9,,61.6,25.1,13.3,
Darvish, Yu,506433,2021,34,166.1,199,29.2,6.5,.222,499,4.22,88.2,16.6,8.8,135,911,1091,2767,22.1,94.5,2513,20.1,31,86.2,2792,5.9,,,,,8.4,8.3,2.5,4.9,32.9,62.2,4.9,
Anderson, Tyler,542881,2021,31,167.0,134,19.1,5.4,.262,501,4.53,87,18.2,8.5,641,1920,40,2601,37.3,90.6,2291,20.5,0.9,80,2458,5.7,24.6,80.9,1835,19,0.6,10.3,26.2,,73.8,1.5,24.6,
Cole, Gerrit,543037,2021,30,181.1,243,33.5,5.6,.223,544,3.23,88.7,12.5,9.8,421,1424,1124,2969,47.1,97.7,2452,21.7,22.2,88.4,2600,6,14.2,89.8,1719,18.9,15.7,0.8,,,48,37.9,14.2,
DeSclafani, Anthony,543101,2021,31,167.2,152,22.5,6.2,.225,503,3.17,88.9,11.6,8.1,269,1168,1121,2558,27.1,94.1,2265,19,35.7,87.9,2198,6.8,10.5,88.2,1583,16.6,8.1,18.6,,,45.7,43.8,10.5,
Eovaldi, Nathan,543135,2021,31,182.1,195,25.5,4.6,.253,547,3.75,88,12.8,6.3,372,1603,952,2927,42.3,96.8,2113,18.9,13.8,85.8,2156,6.8,,,,,18.8,,12.5,12.7,54.8,32.5,12.7,
Hendricks, Kyle,543294,2021,31,181.0,131,16.7,5.6,.278,543,4.77,86.3,11.1,8.4,778,1702,329,2809,17.8,87.3,1942,17,,,,,27.7,80,2008,17.4,11.7,42.8,,,60.6,11.7,27.7,
Lyles, Jordan,543475,2021,30,180.0,146,19.0,7.3,.278,540,5.15,89.9,15.3,9.1,216,1517,811,2964,39.4,93,2278,19.5,9.2,84.9,2705,6.5,7.3,86.4,1595,16.9,18.2,9,2.8,,51.2,41.5,7.3,
Ryu, Hyun Jin,547943,2021,34,169.0,143,20.4,5.3,.258,507,4.37,89.6,9.8,8.5,684,1653,352,2689,35.2,89.9,1944,17.8,0.5,79.8,2059,5.2,25.4,79.9,1511,15.9,12.6,0.8,25.5,,61.5,13.1,25.4,
Wheeler, Zack,554430,2021,31,213.1,247,29.1,5.4,.215,640,2.78,84.6,8.4,4.6,120,1944,1141,3205,42.6,97.2,2388,17.8,24.9,91.5,2391,7,3.7,90.6,1590,17.3,10.7,18.1,,,60.7,35.6,3.7,
Corbin, Patrick,571578,2021,31,171.2,143,19.0,8.0,.286,515,5.82,89.4,9,9.2,116,1558,1076,2750,28.3,92.3,2148,17.2,38.2,80.7,2215,4.2,4.2,81.5,1619,16.9,0.9,28.1,0.3,,56.7,39.1,4.2,
Keuchel, Dallas,572971,2021,33,162.0,95,13.2,8.2,.290,486,5.28,88.3,5,9,779,1755,192,2726,2.1,89,2210,15.6,7,77.8,2374,7.6,28.6,79.6,1630,15.8,,37.9,24.4,,64.4,7,28.6,
Stroman, Marcus,573186,2021,30,179.0,158,21.6,6.0,.242,537,3.02,89.1,6.3,6.5,441,1646,55,2741,2.6,92.6,2438,14.2,1.6,87.2,2643,5.3,,,,,0.4,42,15.4,16.1,60.1,23.9,16.1,
Gausman, Kevin,592332,2021,30,192.0,227,29.3,6.5,.210,576,2.81,89.1,12.1,7.1,1233,1583,186,3002,52.7,94.6,2283,19.5,6.2,82,2197,3.5,5.6,83.8,1641,16.5,,,,35.5,52.7,6.2,41.1,
Ray, Robbie,592662,2021,29,193.1,248,32.1,6.7,.210,580,2.84,90.4,17.6,9.8,113,1869,1159,3141,59.2,94.8,2272,19.1,30.8,88.6,2186,7.6,3.6,88.2,1726,17.1,6.1,0.3,,,59.5,36.9,3.6,
Montas, Frankie,593423,2021,28,187.0,207,26.6,7.3,.232,561,3.37,89.3,11.6,8.7,677,1961,390,3028,29.1,96.4,2398,18.9,12.9,88.1,2478,7.8,,,,,,29.2,6.5,22.4,64.8,12.9,22.4,
Musgrove, Joe,605397,2021,28,181.1,203,27.1,7.2,.213,544,3.18,87.8,11.6,7.2,142,1282,1514,2938,20.3,93.3,2600,14,27.8,84.1,2784,14.3,4.8,87.1,2069,10.8,23.8,5.1,18.2,,43.6,51.5,4.8,
Nola, Aaron,605400,2021,28,180.2,223,29.8,5.2,.237,542,4.63,88.9,14.4,7.1,589,1581,801,2971,37.5,92.9,2198,19.5,,,,,19.8,85.2,1511,15.5,27,14.1,1.5,,53.2,27,19.8,
Woodruff, Brandon,605540,2021,28,179.1,211,29.8,6.1,.200,538,2.56,86.2,10.6,5.8,399,1698,713,2810,33.7,96.5,2356,17.9,8.6,86.5,2553,5.4,14.2,86.5,1906,16.4,16.8,26.7,,,60.4,25.4,14.2,
Fried, Max,608331,2021,27,165.2,158,23.7,6.1,.227,497,3.04,86.5,6.1,6.3,55,1288,1208,2558,39,94,2114,13.1,21.6,84.7,2483,9.5,2.2,84.7,1411,13.6,25.6,11.3,,,50.4,47.5,2.2,
Giolito, Lucas,608337,2021,26,178.2,201,27.9,7.2,.219,536,3.53,87.7,18.3,6.7,944,1303,723,2970,43.9,93.8,2345,20.3,21.5,85.6,2028,6.1,31.8,81.5,1492,16.7,2.9,,,,43.9,24.3,31.8,
Irvin, Cole,608344,2021,27,178.1,125,16.3,5.5,.275,535,4.24,89.3,16.2,7.3,589,1607,486,2682,40.5,90.8,1956,18.6,14.8,83,2008,3.9,22,84.2,1584,15.8,3.3,19.2,0.1,,59.9,18.1,22,
Marquez, German,608566,2021,26,180.0,176,23.3,8.5,.242,540,4.40,88.9,5.2,5.3,58,1474,1256,2788,45.5,94.8,2078,13.2,26.9,86.2,2420,3.3,2.1,86.1,1670,13.7,18.2,7.4,,,52.9,45.1,2.1,
Buehler, Walker,621111,2021,26,207.2,212,26.0,6.4,.199,623,2.47,88.2,11.1,6.8,151,2151,850,3152,44.4,95.3,2472,18.4,13.8,84.9,2798,14.6,4.8,91.5,1522,14.4,13.2,7.4,16.4,,68.2,27,4.8,
McCullers Jr., Lance,621121,2021,27,162.1,185,27.0,11.1,.205,487,3.16,89.8,5.1,5.3,383,990,1415,2788,,,,,25.9,86,2797,14.8,13.7,85.8,1682,17.5,24.9,34,1.5,,35.5,50.8,13.7,
Berrios, Jose,621244,2021,27,192.0,204,26.1,5.8,.223,576,3.52,88.4,12.4,9.1,402,1712,3,3043,26.7,94.1,2231,17.7,,,,,13.2,84.8,1521,14.9,0.1,29.5,,,56.3,30.5,13.2,
Castillo, Luis,622491,2021,28,187.2,192,23.9,9.3,.255,563,3.98,87.7,4.2,4.5,964,1650,550,3164,28.5,97.1,2325,17.2,17.4,86.4,2441,2.7,30.5,88.3,1971,16.9,,23.6,,,52.1,17.4,30.5,
Flexen, Chris,623167,2021,26,179.2,125,16.9,5.4,.268,539,3.61,89.5,11.5,6.3,431,1950,430,2811,40,92.8,2107,18.6,,,,,15.3,82.7,1326,15.7,15.3,,29.4,,69.4,15.3,15.3,
Urias, Julio,628711,2021,24,185.2,195,26.2,5.1,.219,557,2.96,86,15.5,5.3,483,1349,0,2786,48.3,94.1,2499,17.8,,,,,17.3,86.8,1921,16.4,,0.1,,,48.4,34.2,17.3,
Manaea, Sean,640455,2021,29,179.1,194,25.7,5.4,.255,538,3.91,90.2,13.3,8,725,1787,468,2980,,,,,15,82.8,2004,6.1,24.3,84.5,1377,14.2,0.7,60,,,60,15.7,24.3,
Mahle, Tyler,641816,2021,26,180.0,210,27.7,8.4,.234,540,3.75,87.8,13.3,6.5,509,1845,842,3196,53,94,2336,21,26.3,86.7,2535,7.9,,,,,,,4.8,15.9,57.7,26.3,15.9,
Alcantara, Sandy,645261,2021,25,205.2,201,24.0,6.0,.223,617,3.19,87.6,4.5,6.1,728,1541,826,3095,21.6,98.1,2239,17.5,24.1,90.4,2359,4.7,23.5,91.8,2005,16.5,2.6,28.2,,,49.8,26.7,23.5,
Cease, Dylan,656302,2021,25,165.2,226,31.9,9.6,.223,497,3.91,89.2,18.5,9.9,219,1383,1355,2957,46.8,96.7,2543,19.4,30.6,85.9,2880,7.6,7.4,78.1,1641,17.4,15.2,,,,46.8,45.8,7.4,
Burnes, Corbin,669203,2021,26,167.0,234,35.6,5.2,.201,501,2.43,85.5,8.4,3.1,250,1632,712,2594,1.6,96.4,2607,15.1,9.2,88,2861,8.2,9.6,90.7,1873,16.1,18.3,9.1,52.2,,62.9,27.4,9.6,
